time,Prx,Pry,Prz,Vrx,Vry,Vrz,Yawr,vYawr,Pcx,Pcy,Pcz,Vcx,Vcy,Vcz,Pbx,Pby,Pbz,Vbx,Vby,Vbz,Pf0rx,Pf1rx,Pf2rx,Pf3rx,Pf0cx,Pf1cx,Pf2cx,Pf3cx,Pf0ry,Pf1ry,Pf2ry,Pf3ry,Pf0cy,Pf1cy,Pf2cy,Pf3cy,ux,uy
1.736000,-0.000117,-0.732029,0.593700,-0.000636,-0.999958,0.000000,-1.571451,0.000000,-0.000145,-0.601264,0.588181,-0.000244,-0.997752,-0.011756,0.004549,-0.499970,0.616639,-0.127965,-1.010468,-0.045383,0.401545,0.401545,-0.395455,-0.395455,0.587323,0.338730,-0.479764,-0.156661,0.234832,-0.234832,0.234832,-0.234832,0.173256,-0.198967,0.246291,-0.271925,0.390351,0.218922
1.746000,-0.000123,-0.742029,0.593700,-0.000692,-0.999990,0.000000,-1.571501,0.000000,-0.000149,-0.611244,0.588116,-0.000539,-0.998090,-0.000874,0.002528,-0.510244,0.616036,-0.163515,-1.026088,-0.056497,0.401545,0.401545,-0.395455,-0.395455,0.576751,0.328738,-0.489826,-0.157270,0.234832,-0.234832,0.234832,-0.234832,0.176384,-0.194854,0.251852,-0.266979,0.392171,0.217756
1.756000,-0.000130,-0.752029,0.593700,-0.000741,-0.999993,0.000000,-1.571549,0.000000,-0.000156,-0.621225,0.588141,-0.000665,-0.998197,0.004934,0.000762,-0.520749,0.615350,-0.158431,-1.044671,-0.067626,0.401545,0.401545,-0.395455,-0.395455,0.566518,0.318443,-0.499891,-0.162420,0.234832,-0.234832,0.234832,-0.234832,0.180566,-0.190378,0.257607,-0.261773,0.397514,0.214863
1.766000,-0.000138,-0.762028,0.593700,-0.000790,-0.999995,0.000000,-1.571598,0.000000,-0.000163,-0.631207,0.588200,-0.000738,-0.998233,0.005604,-0.000827,-0.531325,0.614620,-0.140260,-1.060948,-0.075090,0.401545,0.401545,-0.395455,-0.395455,0.556160,0.308130,-0.509742,-0.170148,0.234832,-0.234832,0.234832,-0.234832,0.184125,-0.186565,0.262545,-0.257324,0.405700,0.212020
1.776000,-0.000146,-0.772028,0.593700,-0.000839,-0.999996,0.000000,-1.571646,0.000000,-0.000170,-0.641190,0.588191,-0.000794,-0.998245,-0.009686,-0.002247,-0.542052,0.613838,-0.121326,-1.078761,-0.079718,0.401545,0.401545,-0.395455,-0.395455,0.545616,0.297587,-0.519601,-0.179392,0.234832,-0.234832,0.234832,-0.234832,0.187098,-0.183361,0.266751,-0.253552,0.415741,0.209222
1.786000,-0.000155,-0.782028,0.593700,-0.000888,-0.999997,0.000000,-1.571695,0.000000,-0.000178,-0.651172,0.587994,-0.000845,-0.998249,-0.029686,-0.003557,-0.552987,0.613031,-0.105445,-1.099278,-0.079421,0.401545,0.401545,-0.395455,-0.395455,0.534868,0.286823,-0.529684,-0.189518,0.234832,-0.234832,0.234832,-0.234832,0.189565,-0.180685,0.270305,-0.250375,0.427082,0.206541
1.796000,-0.000164,-0.792028,0.593700,-0.000937,-0.999997,0.000000,-1.571743,0.000000,-0.000187,-0.661155,0.587597,-0.000895,-0.998251,-0.049686,-0.004773,-0.564055,0.612255,-0.092621,-1.114831,-0.073841,0.401545,0.401545,-0.395455,-0.395455,0.523953,0.275868,-0.540084,-0.200157,0.234832,-0.234832,0.234832,-0.234832,0.191615,-0.178456,0.273285,-0.247717,0.439288,0.204015
1.806000,-0.000174,-0.802028,0.593700,-0.000985,-0.999998,0.000000,-1.571792,0.000000,-0.000196,-0.671137,0.587010,-0.000944,-0.998252,-0.066344,-0.005963,-0.575421,0.611639,-0.087632,-1.109707,-0.067173,0.401545,0.401545,-0.395455,-0.395455,0.512730,0.265210,-0.550328,-0.211257,0.234832,-0.234832,0.234832,-0.234832,0.193186,-0.176741,0.275628,-0.245642,0.452420,0.201369
1.816000,-0.000184,-0.812028,0.593700,-0.001033,-0.999997,0.000000,-1.571840,0.000000,-0.000206,-0.681120,0.586326,-0.000992,-0.998252,-0.068390,-0.006685,-0.586284,0.610799,-0.065330,-1.086902,-0.098868,0.401545,0.401545,-0.395455,-0.395455,0.501862,0.258448,-0.556659,-0.221890,0.234832,-0.234832,0.234832,-0.234832,0.194569,-0.175508,0.277070,-0.243887,0.453664,0.199953
1.826000,-0.000194,-0.822028,0.593700,-0.001082,-0.999998,0.000000,-1.571889,0.000000,-0.000216,-0.691102,0.585670,-0.001041,-0.998252,-0.063014,-0.007316,-0.596836,0.609660,-0.047386,-1.062784,-0.129280,0.401545,0.401545,-0.395455,-0.395455,0.491269,0.255077,-0.559850,-0.232217,0.234832,-0.234832,0.234832,-0.234832,0.195997,-0.174863,0.277769,-0.242123,0.451733,0.199563
