time,Prx,Pry,Prz,Vrx,Vry,Vrz,Yawr,vYawr,Pbx,Pby,Pbz,Vbx,Vby,Vbz,Pf0rx,Pf1rx,Pf2rx,Pf3rx,Pf0cx,Pf1cx,Pf2cx,Pf3cx,ux,uy
1.644000,1.281999,0.000164,0.593700,1.999998,0.000257,0.000000,0.000128,0.000000,0.605121,0.001255,0.583466,1.944944,0.001120,-0.042988,0.494728,0.494728,-0.488639,-0.488639,0.443545,0.444579,-0.526531,-0.526169,0.376621,0.158978
1.654000,1.301999,0.000167,0.593700,1.999998,0.000257,0.000000,0.000128,0.000000,0.624671,0.001253,0.582890,1.956512,-0.000995,-0.054941,0.495811,0.495811,-0.489722,-0.489722,0.443481,0.444405,-0.529572,-0.529266,0.377085,0.159158
1.664000,1.321999,0.000170,0.593700,1.999999,0.000257,0.000000,0.000128,0.000000,0.644324,0.001258,0.582555,1.966106,0.000653,-0.031335,0.496695,0.496695,-0.490605,-0.490605,0.443237,0.443984,-0.532390,-0.532156,0.377022,0.159236
1.676000,1.345999,0.000173,0.593700,1.999998,0.000256,0.000000,0.000128,0.000000,0.667965,0.001266,0.582067,1.972476,0.001414,-0.042431,0.497491,0.497491,-0.491401,-0.491401,0.442853,0.443442,-0.535400,-0.535266,0.376809,0.159363
1.686000,1.365999,0.000175,0.593700,1.999999,0.000256,0.000000,0.000128,0.000000,0.687935,0.001259,0.581675,1.990156,-0.000782,-0.048852,0.497934,0.497934,-0.491844,-0.491844,0.442359,0.442891,-0.537724,-0.537649,0.376818,0.159459
1.696000,1.385999,0.000178,0.593700,2.000000,0.000256,0.000000,0.000128,0.000000,0.707758,0.001241,0.581364,1.985529,-0.001271,-0.016554,0.498177,0.498177,-0.492088,-0.492088,0.441616,0.442195,-0.539896,-0.539745,0.376453,0.159592
1.706000,1.405999,0.000180,0.593700,2.000000,0.000256,0.000000,0.000128,0.000000,0.727613,0.001248,0.581045,1.985972,0.000448,-0.032952,0.498221,0.498221,-0.492131,-0.492131,0.440829,0.441457,-0.541729,-0.541573,0.376067,0.159687
1.716000,1.425999,0.000183,0.593700,2.000000,0.000256,0.000000,0.000128,0.000000,0.747516,0.001254,0.580681,1.990119,0.000598,-0.041791,0.498064,0.498064,-0.491974,-0.491974,0.439968,0.440638,-0.543312,-0.543202,0.375588,0.159780
1.726000,1.445999,0.000185,0.593700,2.000000,0.000256,0.000000,0.000128,0.000000,0.767455,0.001258,0.580615,1.993169,0.000730,0.004712,0.497707,0.497707,-0.491618,-0.491618,0.438926,0.439658,-0.544628,-0.544584,0.374961,0.159775
1.736000,1.465999,0.000188,0.593700,2.000000,0.000256,0.000000,0.000128,0.000000,0.787424,0.001259,0.580253,1.996016,0.000701,-0.030865,0.497150,0.497150,-0.491061,-0.491061,0.437855,0.438604,-0.545673,-0.545703,0.374228,0.159914
1.746000,1.485999,0.000191,0.593700,2.000000,0.000256,0.000000,0.000128,0.000000,0.807429,0.001254,0.580070,2.000122,-0.000839,-0.028039,0.496394,0.496394,-0.490304,-0.490304,0.436591,0.437360,-0.546454,-0.546556,0.373549,0.159967
1.756000,1.505999,0.000193,0.593700,2.000000,0.000256,0.000000,0.000128,0.000000,0.827458,0.001258,0.579879,2.002204,0.000380,-0.016391,0.495437,0.495437,-0.489348,-0.489348,0.435169,0.435968,-0.547078,-0.547296,0.372468,0.160015
1.766000,1.525999,0.000196,0.593700,2.000000,0.000256,0.000000,0.000128,0.000000,0.847500,0.001255,0.579879,2.000958,-0.000300,-0.000408,0.494280,0.494280,-0.488191,-0.488191,0.433649,0.434467,-0.547535,-0.547866,0.371215,0.159996
1.776000,1.545999,0.000198,0.593700,2.000000,0.000256,0.000000,0.000128,0.000000,0.867505,0.001257,0.580021,1.998073,0.000359,0.008210,0.492924,0.492924,-0.486834,-0.486834,0.432070,0.432901,-0.547699,-0.548161,0.369768,0.159960
1.786000,1.565999,0.000201,0.593700,2.000000,0.000256,0.000000,0.000128,0.000000,0.887492,0.001258,0.579716,1.997697,0.000247,-0.024834,0.491367,0.491367,-0.485278,-0.485278,0.430342,0.431257,-0.547574,-0.548105,0.368663,0.160090
1.796000,1.585999,0.000203,0.593700,1.999999,0.000257,0.000000,0.000128,0.000000,0.907473,0.001276,0.579602,1.997190,0.001131,-0.010608,0.489610,0.489610,-0.483521,-0.483521,0.428505,0.429429,-0.547225,-0.547777,0.367224,0.160047
